Brand,Price,log_price,Mileage,log_mileage,EngineV,Year
Renault," ₹ 11,800.00 ",4.07,179,2.252853031,1.5,2012
Audi," ₹ 39,800.00 ",4.60,180,2.255272505,4.2,2012
Mercedes-Benz," ₹ 24,500.00 ",4.39,180,2.255272505,2.2,2012
Volkswagen," ₹ 12,900.00 ",4.11,180,2.255272505,2,2012
Renault," ₹ 13,999.00 ",4.15,180,2.255272505,2,2012
Renault," ₹ 6,300.00 ",3.80,180,2.255272505,1.5,2012
Renault," ₹ 10,900.00 ",4.04,180,2.255272505,1.5,2012
Renault," ₹ 11,100.00 ",4.05,180,2.255272505,1.5,2012
Volkswagen," ₹ 9,900.00 ",4.00,181,2.257678575,1.6,2012
Renault," ₹ 10,200.00 ",4.01,183,2.26245109,2,2012
Mercedes-Benz," ₹ 9,600.00 ",3.98,184,2.264817823,2.2,2012
Volkswagen," ₹ 12,499.00 ",4.10,184,2.264817823,2,2012
Renault," ₹ 6,600.00 ",3.82,184,2.264817823,1.5,2012
Mercedes-Benz," ₹ 12,250.00 ",4.09,185,2.267171728,2.2,2012
Renault," ₹ 6,500.00 ",3.81,186,2.269512944,1.5,2012
Renault," ₹ 10,800.00 ",4.03,187,2.271841607,2,2012
Renault," ₹ 11,999.00 ",4.08,188,2.274157849,1.5,2012
Volkswagen," ₹ 38,000.00 ",4.58,189,2.276461804,3,2012
Renault," ₹ 10,900.00 ",4.04,189,2.276461804,2,2012
Renault," ₹ 10,100.00 ",4.00,190,2.278753601,2,2012
Renault," ₹ 10,799.00 ",4.03,193,2.285557309,1.5,2012
Volkswagen," ₹ 15,800.00 ",4.20,194,2.28780173,2,2012
Mercedes-Benz," ₹ 13,200.00 ",4.12,196,2.292256071,2.2,2012
Renault," ₹ 13,500.00 ",4.13,198,2.29666519,1.5,2012
Mercedes-Benz," ₹ 12,950.00 ",4.11,199,2.298853076,2.2,2012
Mercedes-Benz," ₹ 14,500.00 ",4.16,205,2.311753861,2.2,2012
Volkswagen," ₹ 8,950.00 ",3.95,206,2.31386722,1.6,2012
Renault," ₹ 10,999.00 ",4.04,207,2.315970345,2,2012
Volkswagen," ₹ 11,500.00 ",4.06,210,2.322219295,2,2012
Mercedes-Benz," ₹ 14,900.00 ",4.17,211,2.324282455,2.2,2012
Mercedes-Benz," ₹ 22,500.00 ",4.35,213,2.328379603,2.2,2012
Volkswagen," ₹ 12,700.00 ",4.10,213,2.328379603,2,2012
Renault," ₹ 10,999.00 ",4.04,216,2.334453751,1.5,2012
Mercedes-Benz," ₹ 14,600.00 ",4.16,217,2.336459734,2.2,2012
Mercedes-Benz," ₹ 17,500.00 ",4.24,220,2.342422681,3,2012
Renault," ₹ 12,850.00 ",4.11,226,2.354108439,2.3,2012
Renault," ₹ 11,500.00 ",4.06,230,2.361727836,1.5,2012
Mercedes-Benz," ₹ 22,000.00 ",4.34,236,2.372912003,2.2,2012
Mercedes-Benz," ₹ 13,000.00 ",4.11,247,2.392696953,2.2,2012
Toyota," ₹ 1,35,000.00 ",5.13,1,0,4.5,2011
Volkswagen," ₹ 8,350.00 ",3.92,1,0,1.6,2011
Volkswagen," ₹ 18,000.00 ",4.26,18,1.255272505,1.6,2011
Renault," ₹ 8,700.00 ",3.94,21,1.322219295,1.6,2011
Volkswagen," ₹ 22,000.00 ",4.34,26,1.414973348,1.8,2011
Audi," ₹ 30,900.00 ",4.49,27,1.431363764,2,2011
Mercedes-Benz," ₹ 2,95,000.00 ",5.47,29,1.462397998,6,2011
Mercedes-Benz," ₹ 2,95,000.00 ",5.47,29,1.462397998,6,2011
BMW," ₹ 42,500.00 ",4.63,29,1.462397998,3,2011
Mitsubishi," ₹ 20,800.00 ",4.32,31,1.491361694,2.4,2011
Mercedes-Benz," ₹ 55,000.00 ",4.74,34,1.531478917,2.2,2011
BMW," ₹ 34,900.00 ",4.54,35,1.544068044,3,2011
Toyota," ₹ 30,500.00 ",4.48,40,1.602059991,2.7,2011
Mercedes-Benz," ₹ 45,555.00 ",4.66,42,1.62324929,3,2011
BMW," ₹ 39,999.00 ",4.60,45,1.653212514,3,2011
Toyota," ₹ 20,800.00 ",4.32,49,1.69019608,3.5,2011
Renault," ₹ 6,400.00 ",3.81,51,1.707570176,1.6,2011
Mercedes-Benz," ₹ 40,500.00 ",4.61,54,1.73239376,5.5,2011
Audi," ₹ 32,300.00 ",4.51,54,1.73239376,2.8,2011
Mercedes-Benz," ₹ 41,000.00 ",4.61,55,1.740362689,3,2011
Toyota," ₹ 8,500.00 ",3.93,55,1.740362689,1,2011
Toyota," ₹ 30,800.00 ",4.49,56,1.748188027,2.7,2011
Renault," ₹ 9,000.00 ",3.95,56,1.748188027,1.6,2011
Mitsubishi," ₹ 9,800.00 ",3.99,56,1.748188027,1.5,2011
Toyota," ₹ 7,900.00 ",3.90,56,1.748188027,1,2011
Mitsubishi," ₹ 10,500.00 ",4.02,57,1.755874856,1.5,2011
BMW," ₹ 49,000.00 ",4.69,58,1.763427994,4.4,2011
Mercedes-Benz," ₹ 43,500.00 ",4.64,59,1.770852012,4.6,2011
BMW," ₹ 48,900.00 ",4.69,60,1.77815125,3,2011
Audi," ₹ 25,000.00 ",4.40,60,1.77815125,2,2011
Audi," ₹ 33,000.00 ",4.52,60,1.77815125,2,2011
Audi," ₹ 14,500.00 ",4.16,60,1.77815125,1.2,2011
Toyota," ₹ 89,000.00 ",4.95,61,1.785329835,4.5,2011
Volkswagen," ₹ 22,500.00 ",4.35,62,1.792391689,2,2011
Volkswagen," ₹ 9,500.00 ",3.98,62,1.792391689,1.2,2011
Renault," ₹ 12,350.00 ",4.09,64,1.806179974,2,2011
Volkswagen," ₹ 18,100.00 ",4.26,64,1.806179974,2,2011
Audi," ₹ 27,300.00 ",4.44,65,1.812913357,2,2011
Mercedes-Benz," ₹ 28,500.00 ",4.45,65,1.812913357,1.8,2011
Mitsubishi," ₹ 8,260.00 ",3.92,65,1.812913357,1.5,2011
Toyota," ₹ 21,600.00 ",4.33,66,1.819543936,2.5,2011
Volkswagen," ₹ 10,000.00 ",4.00,66,1.819543936,1.6,2011
Audi," ₹ 15,000.00 ",4.18,66,1.819543936,1.2,2011
BMW," ₹ 35,500.00 ",4.55,67,1.826074803,3,2011
Audi," ₹ 33,500.00 ",4.53,67,1.826074803,2,2011
Mercedes-Benz," ₹ 3,00,000.00 ",5.48,68,1.832508913,6,2011
Mitsubishi," ₹ 15,700.00 ",4.20,68,1.832508913,1.8,2011
Renault," ₹ 11,900.00 ",4.08,68,1.832508913,1.5,2011
Mitsubishi," ₹ 17,500.00 ",4.24,69,1.838849091,2.5,2011
BMW," ₹ 69,999.00 ",4.85,71,1.851258349,4.4,2011
BMW," ₹ 42,000.00 ",4.62,71,1.851258349,2.99,2011
Audi," ₹ 33,300.00 ",4.52,71,1.851258349,2,2011
BMW," ₹ 20,500.00 ",4.31,73,1.86332286,2,2011
Volkswagen," ₹ 12,000.00 ",4.08,73,1.86332286,1.6,2011
Volkswagen," ₹ 13,300.00 ",4.12,73,1.86332286,1.4,2011
Volkswagen," ₹ 35,000.00 ",4.54,74,1.86923172,4.2,2011
Mercedes-Benz," ₹ 22,900.00 ",4.36,74,1.86923172,2.2,2011
Volkswagen," ₹ 6,500.00 ",3.81,74,1.86923172,2,2011
Toyota," ₹ 21,000.00 ",4.32,74,1.86923172,2,2011
Audi," ₹ 27,500.00 ",4.44,74,1.86923172,2,2011
Volkswagen," ₹ 18,500.00 ",4.27,74,1.86923172,1.8,2011
Audi," ₹ 36,100.00 ",4.56,75,1.875061263,3,2011
Toyota," ₹ 23,500.00 ",4.37,75,1.875061263,2.5,2011
Mercedes-Benz," ₹ 15,500.00 ",4.19,75,1.875061263,2,2011
Volkswagen," ₹ 18,900.00 ",4.28,75,1.875061263,1.8,2011
Mercedes-Benz," ₹ 24,500.00 ",4.39,77,1.886490725,1.8,2011
Renault," ₹ 9,500.00 ",3.98,77,1.886490725,1.6,2011
Mitsubishi," ₹ 7,999.00 ",3.90,78,1.892094603,1.5,2011
BMW," ₹ 36,400.00 ",4.56,80,1.903089987,3,2011
BMW," ₹ 45,000.00 ",4.65,80,1.903089987,3,2011
Volkswagen," ₹ 23,000.00 ",4.36,80,1.903089987,2,2011
Volkswagen," ₹ 9,900.00 ",4.00,80,1.903089987,1.6,2011
BMW," ₹ 39,900.00 ",4.60,82,1.913813852,3,2011
Volkswagen," ₹ 19,500.00 ",4.29,82,1.913813852,1.8,2011
Mercedes-Benz," ₹ 39,900.00 ",4.60,84,1.924279286,5.5,2011
Volkswagen," ₹ 35,999.00 ",4.56,84,1.924279286,3,2011
Renault," ₹ 8,400.00 ",3.92,84,1.924279286,1.5,2011
Mitsubishi," ₹ 25,999.00 ",4.41,86,1.934498451,3.2,2011
BMW," ₹ 44,999.00 ",4.65,87,1.939519253,3,2011
Volkswagen," ₹ 8,500.00 ",3.93,87,1.939519253,1.6,2011
Volkswagen," ₹ 10,400.00 ",4.02,87,1.939519253,1.6,2011
Toyota," ₹ 19,400.00 ",4.29,88,1.944482672,2,2011
Toyota," ₹ 16,000.00 ",4.20,89,1.949390007,1.8,2011
Audi," ₹ 29,999.00 ",4.48,90,1.954242509,3,2011
Volkswagen," ₹ 45,000.00 ",4.65,90,1.954242509,3,2011
Volkswagen," ₹ 16,000.00 ",4.20,90,1.954242509,2,2011
Renault," ₹ 11,700.00 ",4.07,90,1.954242509,1.5,2011
Volkswagen," ₹ 35,800.00 ",4.55,92,1.963787827,3,2011
Toyota," ₹ 23,300.00 ",4.37,93,1.968482949,2.7,2011
Renault," ₹ 10,500.00 ",4.02,93,1.968482949,1.5,2011
Renault," ₹ 9,300.00 ",3.97,94,1.973127854,1.5,2011
Mercedes-Benz," ₹ 41,900.00 ",4.62,95,1.977723605,6.3,2011
Mercedes-Benz," ₹ 41,900.00 ",4.62,95,1.977723605,6.3,2011
Mercedes-Benz," ₹ 41,900.00 ",4.62,95,1.977723605,6.2,2011
BMW," ₹ 37,000.00 ",4.57,95,1.977723605,4.4,2011
Toyota," ₹ 28,000.00 ",4.45,95,1.977723605,3.5,2011
Toyota," ₹ 17,000.00 ",4.23,95,1.977723605,2,2011
Toyota," ₹ 18,990.00 ",4.28,95,1.977723605,2,2011
Toyota," ₹ 18,999.00 ",4.28,95,1.977723605,2,2011
Mitsubishi," ₹ 22,400.00 ",4.35,96,1.982271233,2.5,2011
BMW," ₹ 41,000.00 ",4.61,97,1.986771734,4.4,2011
Audi," ₹ 29,999.00 ",4.48,97,1.986771734,3,2011
BMW," ₹ 51,000.00 ",4.71,97,1.986771734,3,2011
Mercedes-Benz," ₹ 31,900.00 ",4.50,97,1.986771734,2.2,2011
Mercedes-Benz," ₹ 30,000.00 ",4.48,97,1.986771734,2.14,2011
BMW," ₹ 39,600.00 ",4.60,98,1.991226076,3,2011
Mitsubishi," ₹ 21,000.00 ",4.32,98,1.991226076,2.5,2011
Mercedes-Benz," ₹ 13,999.00 ",4.15,98,1.991226076,2.2,2011
BMW," ₹ 17,700.00 ",4.25,98,1.991226076,2,2011
Mercedes-Benz," ₹ 35,500.00 ",4.55,99,1.995635195,2.99,2011
Renault," ₹ 12,300.00 ",4.09,99,1.995635195,2.5,2011
Mercedes-Benz," ₹ 42,500.00 ",4.63,100,2,5.5,2011
Mitsubishi," ₹ 8,400.00 ",3.92,100,2,3.2,2011
Audi," ₹ 39,999.00 ",4.60,100,2,3,2011
Volkswagen," ₹ 6,500.00 ",3.81,101,2.004321374,2,2011
Toyota," ₹ 35,999.00 ",4.56,102,2.008600172,4,2011
BMW," ₹ 17,500.00 ",4.24,102,2.008600172,2,2011
Volkswagen," ₹ 20,000.00 ",4.30,102,2.008600172,1.8,2011
Volkswagen," ₹ 13,700.00 ",4.14,103,2.012837225,2,2011
Toyota," ₹ 18,800.00 ",4.27,105,2.021189299,2,2011
Volkswagen," ₹ 16,999.00 ",4.23,105,2.021189299,1.8,2011
Audi," ₹ 20,500.00 ",4.31,106,2.025305865,1.8,2011
Volkswagen," ₹ 9,600.00 ",3.98,106,2.025305865,1.6,2011
Toyota," ₹ 28,500.00 ",4.45,107,2.029383778,3.5,2011
Volkswagen," ₹ 19,999.00 ",4.30,107,2.029383778,1.8,2011
Volkswagen," ₹ 9,600.00 ",3.98,107,2.029383778,1.6,2011
BMW," ₹ 37,700.00 ",4.58,108,2.033423755,3,2011
Mercedes-Benz," ₹ 32,800.00 ",4.52,109,2.037426498,3,2011
BMW," ₹ 37,500.00 ",4.57,110,2.041392685,4.4,2011
Audi," ₹ 30,500.00 ",4.48,110,2.041392685,3,2011
Mercedes-Benz," ₹ 42,500.00 ",4.63,110,2.041392685,3,2011
BMW," ₹ 60,500.00 ",4.78,110,2.041392685,3,2011
Volkswagen," ₹ 15,700.00 ",4.20,110,2.041392685,1.8,2011
Volkswagen," ₹ 15,700.00 ",4.20,110,2.041392685,1.8,2011
Mercedes-Benz," ₹ 22,000.00 ",4.34,110,2.041392685,1.8,2011
Toyota," ₹ 11,500.00 ",4.06,110,2.041392685,1.6,2011
Mitsubishi," ₹ 17,800.00 ",4.25,111,2.045322979,2.4,2011
BMW," ₹ 24,100.00 ",4.38,112,2.049218023,3,2011
Volkswagen," ₹ 11,900.00 ",4.08,112,2.049218023,2,2011
Renault," ₹ 10,600.00 ",4.03,113,2.053078443,1.5,2011
Mercedes-Benz," ₹ 46,700.00 ",4.67,115,2.06069784,5.5,2011
BMW," ₹ 37,200.00 ",4.57,115,2.06069784,3,2011
Mercedes-Benz," ₹ 15,000.00 ",4.18,115,2.06069784,2.2,2011
Volkswagen," ₹ 14,100.00 ",4.15,115,2.06069784,2,2011
Volkswagen," ₹ 16,200.00 ",4.21,116,2.064457989,2,2011
BMW," ₹ 34,900.00 ",4.54,117,2.068185862,3,2011
Toyota," ₹ 26,900.00 ",4.43,118,2.071882007,2.7,2011
Volkswagen," ₹ 12,500.00 ",4.10,118,2.071882007,1.6,2011
Volkswagen," ₹ 9,999.00 ",4.00,118,2.071882007,1.2,2011
Toyota," ₹ 28,900.00 ",4.46,120,2.079181246,3.5,2011
Toyota," ₹ 18,300.00 ",4.26,120,2.079181246,2,2011
Audi," ₹ 22,800.00 ",4.36,122,2.086359831,2,2011
Mercedes-Benz," ₹ 31,500.00 ",4.50,123,2.089905111,2.2,2011
Volkswagen," ₹ 18,500.00 ",4.27,125,2.096910013,2,2011
Volkswagen," ₹ 8,999.00 ",3.95,125,2.096910013,1.6,2011
Toyota," ₹ 13,500.00 ",4.13,126,2.100370545,4,2011
Volkswagen," ₹ 12,900.00 ",4.11,127,2.103803721,1.6,2011
Renault," ₹ 6,500.00 ",3.81,127,2.103803721,1.5,2011
Renault," ₹ 8,300.00 ",3.92,127,2.103803721,1.5,2011
Renault," ₹ 12,800.00 ",4.11,127,2.103803721,1.5,2011
BMW," ₹ 42,000.00 ",4.62,128,2.10720997,4.4,2011
Volkswagen," ₹ 14,999.00 ",4.18,128,2.10720997,1.4,2011
BMW," ₹ 37,000.00 ",4.57,130,2.113943352,3,2011
Mitsubishi," ₹ 19,800.00 ",4.30,130,2.113943352,2.5,2011
Volkswagen," ₹ 10,650.00 ",4.03,130,2.113943352,2,2011
Toyota," ₹ 17,595.00 ",4.25,131,2.117271296,2,2011
BMW," ₹ 26,999.00 ",4.43,131,2.117271296,2,2011
Renault," ₹ 11,000.00 ",4.04,131,2.117271296,1.5,2011
Volkswagen," ₹ 28,000.00 ",4.45,132,2.120573931,2,2011
Volkswagen," ₹ 35,900.00 ",4.56,132,2.120573931,2,2011
Volkswagen," ₹ 11,900.00 ",4.08,132,2.120573931,1.4,2011
Renault," ₹ 6,600.00 ",3.82,134,2.127104798,1.5,2011
Mitsubishi," ₹ 20,000.00 ",4.30,135,2.130333768,2.5,2011
Volkswagen," ₹ 30,000.00 ",4.48,135,2.130333768,2,2011
Volkswagen," ₹ 9,000.00 ",3.95,135,2.130333768,1.6,2011
Volkswagen," ₹ 19,300.00 ",4.29,136,2.133538908,2,2011
Renault," ₹ 10,750.00 ",4.03,136,2.133538908,1.5,2011
Mercedes-Benz," ₹ 35,500.00 ",4.55,137,2.136720567,3,2011
Renault," ₹ 10,300.00 ",4.01,138,2.139879086,2,2011
Mitsubishi," ₹ 19,000.00 ",4.28,139,2.1430148,2.4,2011
Volkswagen," ₹ 15,880.00 ",4.20,139,2.1430148,1.4,2011
Mercedes-Benz," ₹ 42,500.00 ",4.63,140,2.146128036,5.5,2011
Volkswagen," ₹ 10,600.00 ",4.03,140,2.146128036,2,2011
Renault," ₹ 4,999.00 ",3.70,140,2.146128036,1.4,2011
Renault," ₹ 8,300.00 ",3.92,141,2.149219113,2,2011
BMW," ₹ 47,777.00 ",4.68,142,2.152288344,3,2011
Volkswagen," ₹ 8,400.00 ",3.92,143,2.155336037,1.6,2011
Mercedes-Benz," ₹ 27,300.00 ",4.44,144,2.158362492,2.14,2011
Volkswagen," ₹ 8,800.00 ",3.94,145,2.161368002,2,2011
Volkswagen," ₹ 18,700.00 ",4.27,145,2.161368002,2,2011
Volkswagen," ₹ 12,900.00 ",4.11,145,2.161368002,1.6,2011
Volkswagen," ₹ 16,900.00 ",4.23,145,2.161368002,1.4,2011
Toyota," ₹ 54,000.00 ",4.73,147,2.167317335,4.5,2011
BMW," ₹ 32,500.00 ",4.51,148,2.170261715,3,2011
Mercedes-Benz," ₹ 28,500.00 ",4.45,148,2.170261715,2.2,2011
Volkswagen," ₹ 9,600.00 ",3.98,148,2.170261715,1.6,2011
Renault," ₹ 6,300.00 ",3.80,149,2.173186268,1.5,2011
Volkswagen," ₹ 44,000.00 ",4.64,150,2.176091259,4.2,2011
Renault," ₹ 12,500.00 ",4.10,150,2.176091259,1.5,2011
Renault," ₹ 10,200.00 ",4.01,151,2.178976947,1.5,2011
Audi," ₹ 16,400.00 ",4.21,152,2.181843588,2,2011
Mitsubishi," ₹ 12,800.00 ",4.11,153,2.184691431,1.6,2011
Volkswagen," ₹ 18,000.00 ",4.26,155,2.190331698,2,2011
Volkswagen," ₹ 12,700.00 ",4.10,156,2.193124598,1.6,2011
Toyota," ₹ 27,800.00 ",4.44,157,2.195899652,3.5,2011
BMW," ₹ 28,700.00 ",4.46,160,2.204119983,3,2011
BMW," ₹ 28,700.00 ",4.46,160,2.204119983,3,2011
BMW," ₹ 34,500.00 ",4.54,160,2.204119983,3,2011
Volkswagen," ₹ 12,999.00 ",4.11,160,2.204119983,2,2011
Renault," ₹ 11,300.00 ",4.05,160,2.204119983,1.5,2011
Audi," ₹ 15,900.00 ",4.20,160,2.204119983,1.4,2011
Volkswagen," ₹ 17,500.00 ",4.24,160,2.204119983,1.4,2011
Mercedes-Benz," ₹ 23,500.00 ",4.37,161,2.206825876,2.2,2011
Volkswagen," ₹ 22,800.00 ",4.36,161,2.206825876,2,2011
Renault," ₹ 11,900.00 ",4.08,162,2.209515015,2.3,2011
BMW," ₹ 34,600.00 ",4.54,163,2.212187604,5,2011
Toyota," ₹ 35,500.00 ",4.55,165,2.217483944,4,2011
Volkswagen," ₹ 21,900.00 ",4.34,166,2.220108088,2,2011
Volkswagen," ₹ 8,900.00 ",3.95,167,2.222716471,2,2011
Volkswagen," ₹ 12,650.00 ",4.10,167,2.222716471,2,2011
Volkswagen," ₹ 12,800.00 ",4.11,167,2.222716471,1.6,2011
Volkswagen," ₹ 12,350.00 ",4.09,167,2.222716471,1.4,2011
Volkswagen," ₹ 8,599.00 ",3.93,169,2.227886705,1.6,2011
Audi," ₹ 46,000.00 ",4.66,170,2.230448921,4.2,2011
BMW," ₹ 27,900.00 ",4.45,170,2.230448921,3,2011
Mercedes-Benz," ₹ 23,500.00 ",4.37,170,2.230448921,2.2,2011
Volkswagen," ₹ 6,800.00 ",3.83,170,2.230448921,2,2011
BMW," ₹ 27,500.00 ",4.44,170,2.230448921,2,2011
BMW," ₹ 27,800.00 ",4.44,170,2.230448921,2,2011
BMW," ₹ 28,000.00 ",4.45,170,2.230448921,2,2011
BMW," ₹ 29,000.00 ",4.46,170,2.230448921,2,2011
Volkswagen," ₹ 40,000.00 ",4.60,170,2.230448921,2,2011
Volkswagen," ₹ 14,900.00 ",4.17,170,2.230448921,1.6,2011
Mercedes-Benz," ₹ 13,566.00 ",4.13,171,2.23299611,2.2,2011
Mercedes-Benz," ₹ 14,500.00 ",4.16,171,2.23299611,2.2,2011
Volkswagen," ₹ 9,900.00 ",4.00,171,2.23299611,1.6,2011
Audi," ₹ 21,800.00 ",4.34,172,2.235528447,2,2011
Mercedes-Benz," ₹ 20,500.00 ",4.31,173,2.238046103,1.8,2011
Mercedes-Benz," ₹ 20,500.00 ",4.31,173,2.238046103,1.8,2011
Volkswagen," ₹ 16,700.00 ",4.22,175,2.243038049,2,2011
BMW," ₹ 29,900.00 ",4.48,175,2.243038049,2,2011
Renault," ₹ 11,500.00 ",4.06,175,2.243038049,1.5,2011
Volkswagen," ₹ 11,999.00 ",4.08,176,2.245512668,2,2011
Renault," ₹ 9,100.00 ",3.96,176,2.245512668,1.5,2011
Mercedes-Benz," ₹ 11,850.00 ",4.07,177,2.247973266,2.2,2011
Volkswagen," ₹ 10,950.00 ",4.04,177,2.247973266,2,2011
Renault," ₹ 11,950.00 ",4.08,177,2.247973266,1.5,2011
BMW," ₹ 39,000.00 ",4.59,180,2.255272505,3,2011
Mercedes-Benz," ₹ 11,500.00 ",4.06,180,2.255272505,2.2,2011
BMW," ₹ 8,100.00 ",3.91,180,2.255272505,2,2011
BMW," ₹ 18,000.00 ",4.26,180,2.255272505,2,2011
Audi," ₹ 25,300.00 ",4.40,180,2.255272505,2,2011
Renault," ₹ 10,950.00 ",4.04,180,2.255272505,1.5,2011
Volkswagen," ₹ 9,000.00 ",3.95,181,2.257678575,1.6,2011
Mercedes-Benz," ₹ 13,200.00 ",4.12,182,2.260071388,2.2,2011
Volkswagen," ₹ 12,300.00 ",4.09,182,2.260071388,2,2011
Renault," ₹ 11,300.00 ",4.05,183,2.26245109,2,2011
Renault," ₹ 9,300.00 ",3.97,184,2.264817823,1.5,2011
Renault," ₹ 9,600.00 ",3.98,184,2.264817823,1.5,2011
Renault," ₹ 11,300.00 ",4.05,184,2.264817823,1.5,2011
Mercedes-Benz," ₹ 12,900.00 ",4.11,185,2.267171728,2.2,2011
Volkswagen," ₹ 19,000.00 ",4.28,185,2.267171728,2,2011
Renault," ₹ 10,500.00 ",4.02,185,2.267171728,1.5,2011
Renault," ₹ 10,500.00 ",4.02,185,2.267171728,1.5,2011
Renault," ₹ 10,500.00 ",4.02,185,2.267171728,1.5,2011
Volkswagen," ₹ 10,900.00 ",4.04,185,2.267171728,1.4,2011
Volkswagen," ₹ 10,900.00 ",4.04,185,2.267171728,1.4,2011
Volkswagen," ₹ 15,200.00 ",4.18,185,2.267171728,1.4,2011
Renault," ₹ 6,450.00 ",3.81,186,2.269512944,1.5,2011
Volkswagen," ₹ 11,500.00 ",4.06,189,2.276461804,2,2011
Audi," ₹ 18,300.00 ",4.26,190,2.278753601,2,2011
Mercedes-Benz," ₹ 20,400.00 ",4.31,190,2.278753601,1.8,2011
Mercedes-Benz," ₹ 20,400.00 ",4.31,190,2.278753601,1.8,2011
Mercedes-Benz," ₹ 20,400.00 ",4.31,190,2.278753601,1.8,2011
Renault," ₹ 11,111.00 ",4.05,190,2.278753601,1.5,2011
Mercedes-Benz," ₹ 12,700.00 ",4.10,193,2.285557309,2.2,2011
Mercedes-Benz," ₹ 12,800.00 ",4.11,193,2.285557309,2.2,2011
Volkswagen," ₹ 9,990.00 ",4.00,194,2.28780173,1.6,2011
Renault," ₹ 10,550.00 ",4.02,195,2.290034611,2,2011
Volkswagen," ₹ 18,100.00 ",4.26,195,2.290034611,2,2011
Volkswagen," ₹ 12,000.00 ",4.08,196,2.292256071,2,2011
Volkswagen," ₹ 18,700.00 ",4.27,196,2.292256071,2,2011
Volkswagen," ₹ 9,800.00 ",3.99,196,2.292256071,1.6,2011
Mercedes-Benz," ₹ 12,700.00 ",4.10,198,2.29666519,2.2,2011
Mercedes-Benz," ₹ 20,300.00 ",4.31,198,2.29666519,1.8,2011
Mercedes-Benz," ₹ 20,300.00 ",4.31,198,2.29666519,1.8,2011
Mercedes-Benz," ₹ 20,300.00 ",4.31,198,2.29666519,1.8,2011
Mercedes-Benz," ₹ 12,700.00 ",4.10,199,2.298853076,2.2,2011
Volkswagen," ₹ 22,500.00 ",4.35,200,2.301029996,2,2011
Volkswagen," ₹ 8,500.00 ",3.93,200,2.301029996,1.6,2011
Volkswagen," ₹ 9,300.00 ",3.97,200,2.301029996,1.6,2011
Mercedes-Benz," ₹ 21,200.00 ",4.33,206,2.31386722,2.1,2011
Mercedes-Benz," ₹ 11,900.00 ",4.08,215,2.33243846,2.2,2011
Volkswagen," ₹ 13,700.00 ",4.14,222,2.346352974,2,2011
BMW," ₹ 38,000.00 ",4.58,223,2.348304863,3,2011
BMW," ₹ 29,500.00 ",4.47,230,2.361727836,3,2011
Volkswagen," ₹ 12,800.00 ",4.11,230,2.361727836,2,2011
Renault," ₹ 10,500.00 ",4.02,250,2.397940009,1.5,2011
Mercedes-Benz," ₹ 16,500.00 ",4.22,260,2.414973348,2.2,2011
Volkswagen," ₹ 7,500.00 ",3.88,280,2.447158031,1.6,2011
Mitsubishi," ₹ 11,800.00 ",4.07,1,0,1.5,2010
Toyota," ₹ 13,850.00 ",4.14,24,1.380211242,1.6,2010
Audi," ₹ 95,000.00 ",4.98,30,1.477121255,5.2,2010
Audi," ₹ 36,000.00 ",4.56,40,1.602059991,3,2010
Toyota," ₹ 10,700.00 ",4.03,57,1.755874856,1.3,2010
Mercedes-Benz," ₹ 23,200.00 ",4.37,58,1.763427994,1.8,2010
Volkswagen," ₹ 9,000.00 ",3.95,59,1.770852012,2,2010
Volkswagen," ₹ 10,700.00 ",4.03,60,1.77815125,1.4,2010
Mercedes-Benz," ₹ 38,900.00 ",4.59,65,1.812913357,4.5,2010
Toyota," ₹ 45,500.00 ",4.66,65,1.812913357,4,2010
Mitsubishi," ₹ 8,500.00 ",3.93,65,1.812913357,1.3,2010
Toyota," ₹ 36,000.00 ",4.56,66,1.819543936,3,2010
Mercedes-Benz," ₹ 20,200.00 ",4.31,69,1.838849091,2,2010
Toyota," ₹ 22,000.00 ",4.34,73,1.86332286,3.5,2010
Mercedes-Benz," ₹ 56,800.00 ",4.75,74,1.86923172,6.3,2010
BMW," ₹ 23,500.00 ",4.37,74,1.86923172,2,2010
Audi," ₹ 28,500.00 ",4.45,74,1.86923172,2,2010
Toyota," ₹ 11,000.00 ",4.04,74,1.86923172,1.4,2010
Mercedes-Benz," ₹ 69,900.00 ",4.84,76,1.880813592,6,2010
Mercedes-Benz," ₹ 69,900.00 ",4.84,76,1.880813592,6,2010
BMW," ₹ 45,500.00 ",4.66,76,1.880813592,4.4,2010
Mercedes-Benz," ₹ 28,900.00 ",4.46,78,1.892094603,3.5,2010
BMW," ₹ 36,900.00 ",4.57,81,1.908485019,3,2010
Mercedes-Benz," ₹ 44,000.00 ",4.64,82,1.913813852,5.5,2010
BMW," ₹ 36,900.00 ",4.57,82,1.913813852,3,2010
Mitsubishi," ₹ 11,700.00 ",4.07,82,1.913813852,1.5,2010
BMW," ₹ 36,300.00 ",4.56,83,1.919078092,3.5,2010
BMW," ₹ 15,000.00 ",4.18,85,1.929418926,4.8,2010
BMW," ₹ 34,500.00 ",4.54,85,1.929418926,3,2010
Toyota," ₹ 30,000.00 ",4.48,85,1.929418926,2.7,2010
Mercedes-Benz," ₹ 29,900.00 ",4.48,86,1.934498451,3,2010
BMW," ₹ 32,500.00 ",4.51,86,1.934498451,3,2010
Toyota," ₹ 17,950.00 ",4.25,87,1.939519253,2.4,2010
